title,companyName,location,experience,salary,jobDescription,tagsAndSkills,jobUploaded,minimumSalary,maximumSalary,minimumExperience,maximumExperience,averageSalary
GCP Devops Engineer,Purview India Consulting And  Services  Llp,Khammam,5-10 Yrs,10-20 Lacs PA,"Preferred Qualifications:  . Certifications in relevant areas such as GCP Certified DevOps Engineer / Cloud Architect,Certified Kubernetes Administrator (CKA),or Certified Jenkins Engineer<br><br>Requirements:  . Bachelors degree in computer science,Engineering,or a related field (or equivalent work experience)<br><br>Experience with infrastructure monitoring and logging tools","GCP,CICD,Devops,Python,Kubernetes,Terraform,CKA,SQL",10 Days Ago,1000000.0,2000000.0,5.0,10.0,1500000.0
GCP Devops Engineer,Purview India Consulting And  Services  Llp,Karimnagar,5-10 Yrs,10-20 Lacs PA,"Preferred Qualifications:  . Certifications in relevant areas such as GCP Certified DevOps Engineer / Cloud Architect,Certified Kubernetes Administrator (CKA),or Certified Jenkins Engineer<br><br>Requirements:  . Bachelors degree in computer science,Engineering,or a related field (or equivalent work experience)<br><br>Experience with infrastructure monitoring and logging tools","GCP,CICD,Devops,Python,Kubernetes,Terraform,CKA,SQL",10 Days Ago,1000000.0,2000000.0,5.0,10.0,1500000.0
GCP Devops Engineer,Purview India Consulting And  Services  Llp,Kamareddy,5-10 Yrs,10-20 Lacs PA,"Preferred Qualifications:  . Certifications in relevant areas such as GCP Certified DevOps Engineer / Cloud Architect,Certified Kubernetes Administrator (CKA),or Certified Jenkins Engineer<br><br>Requirements:  . Bachelors degree in computer science,Engineering,or a related field (or equivalent work experience)<br><br>Experience with infrastructure monitoring and logging tools","GCP,CICD,Devops,Python,Kubernetes,Terraform,CKA,SQL",10 Days Ago,1000000.0,2000000.0,5.0,10.0,1500000.0
GCP Devops Engineer,Purview India Consulting And  Services  Llp,Jangaon,5-10 Yrs,10-20 Lacs PA,"Preferred Qualifications:  . Certifications in relevant areas such as GCP Certified DevOps Engineer / Cloud Architect,Certified Kubernetes Administrator (CKA),or Certified Jenkins Engineer<br><br>Requirements:  . Bachelors degree in computer science,Engineering,or a related field (or equivalent work experience)<br><br>Experience with infrastructure monitoring and logging tools","GCP,CICD,Devops,Python,Kubernetes,Terraform,CKA,SQL",10 Days Ago,1000000.0,2000000.0,5.0,10.0,1500000.0
GCP Devops Engineer,Purview India Consulting And  Services  Llp,Jagtial,5-10 Yrs,10-20 Lacs PA,"Preferred Qualifications:  . Certifications in relevant areas such as GCP Certified DevOps Engineer / Cloud Architect,Certified Kubernetes Administrator (CKA),or Certified Jenkins Engineer<br><br>Requirements:  . Bachelors degree in computer science,Engineering,or a related field (or equivalent work experience)<br><br>Experience with infrastructure monitoring and logging tools","GCP,CICD,Devops,Python,Kubernetes,Terraform,CKA,SQL",10 Days Ago,1000000.0,2000000.0,5.0,10.0,1500000.0
GCP Devops Engineer,Purview India Consulting And  Services  Llp,Kothagudem,5-10 Yrs,10-20 Lacs PA,"Preferred Qualifications:  . Certifications in relevant areas such as GCP Certified DevOps Engineer / Cloud Architect,Certified Kubernetes Administrator (CKA),or Certified Jenkins Engineer<br><br>Requirements:  . Bachelors degree in computer science,Engineering,or a related field (or equivalent work experience)<br><br>Experience with infrastructure monitoring and logging tools","GCP,CICD,Devops,Python,Kubernetes,Terraform,CKA,SQL",10 Days Ago,1000000.0,2000000.0,5.0,10.0,1500000.0
GCP Devops Engineer,Purview India Consulting And  Services  Llp,Adilabad,5-10 Yrs,10-20 Lacs PA,"Preferred Qualifications:  . Certifications in relevant areas such as GCP Certified DevOps Engineer / Cloud Architect,Certified Kubernetes Administrator (CKA),or Certified Jenkins Engineer<br><br>Requirements:  . Bachelors degree in computer science,Engineering,or a related field (or equivalent work experience)<br><br>Experience with infrastructure monitoring and logging tools","GCP,CICD,Devops,Python,Kubernetes,Terraform,CKA,SQL",10 Days Ago,1000000.0,2000000.0,5.0,10.0,1500000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Pimpri-Chinchwad,6-11 Yrs,15-25 Lacs PA,"Experience / knowledge on system architecture and solution designing <br><br>Must have Requirements)<br><br>Good to have Requirements)<br><br>Hands on experience on development of APIs,Microservices using Java spring boot and code security principles <br><br>Experience in application development using Java / J2EE and related technologies,(Spring Framework and Hibernate JPA)","APIs,Microservices,Angular,ReactJs,Node JS,Postgresql,Mongo DB,JQuery",10 Days Ago,1500000.0,2500000.0,6.0,11.0,2000000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Purandhar,6-11 Yrs,15-25 Lacs PA,"Experience / knowledge on system architecture and solution designing <br><br>Must have Requirements)<br><br>Good to have Requirements)<br><br>Hands on experience on development of APIs,Microservices using Java spring boot and code security principles <br><br>Experience in application development using Java / J2EE and related technologies,(Spring Framework and Hibernate JPA)","APIs,Microservices,Angular,ReactJs,Node JS,Postgresql,Mongo DB,JQuery",10 Days Ago,1500000.0,2500000.0,6.0,11.0,2000000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Indapur,6-11 Yrs,15-25 Lacs PA,"Experience / knowledge on system architecture and solution designing <br><br>Must have Requirements)<br><br>Good to have Requirements)<br><br>Hands on experience on development of APIs,Microservices using Java spring boot and code security principles <br><br>Experience in application development using Java / J2EE and related technologies,(Spring Framework and Hibernate JPA)","APIs,Microservices,Angular,ReactJs,Node JS,Postgresql,Mongo DB,JQuery",10 Days Ago,1500000.0,2500000.0,6.0,11.0,2000000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Baramati,6-11 Yrs,15-25 Lacs PA,"Experience / knowledge on system architecture and solution designing <br><br>Must have Requirements)<br><br>Good to have Requirements)<br><br>Hands on experience on development of APIs,Microservices using Java spring boot and code security principles <br><br>Experience in application development using Java / J2EE and related technologies,(Spring Framework and Hibernate JPA)","APIs,Microservices,Angular,ReactJs,Node JS,Postgresql,Mongo DB,JQuery",10 Days Ago,1500000.0,2500000.0,6.0,11.0,2000000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Bhor,6-11 Yrs,15-25 Lacs PA,"Experience / knowledge on system architecture and solution designing <br><br>Must have Requirements)<br><br>Good to have Requirements)<br><br>Hands on experience on development of APIs,Microservices using Java spring boot and code security principles <br><br>Experience in application development using Java / J2EE and related technologies,(Spring Framework and Hibernate JPA)","APIs,Microservices,Angular,ReactJs,Node JS,Postgresql,Mongo DB,JQuery",10 Days Ago,1500000.0,2500000.0,6.0,11.0,2000000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Velhe,6-11 Yrs,15-25 Lacs PA,"Experience / knowledge on system architecture and solution designing <br><br>Must have Requirements)<br><br>Good to have Requirements)<br><br>Hands on experience on development of APIs,Microservices using Java spring boot and code security principles <br><br>Experience in application development using Java / J2EE and related technologies,(Spring Framework and Hibernate JPA)","APIs,Microservices,Angular,ReactJs,Node JS,Postgresql,Mongo DB,JQuery",10 Days Ago,1500000.0,2500000.0,6.0,11.0,2000000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Mulshi,6-11 Yrs,15-25 Lacs PA,"Experience / knowledge on system architecture and solution designing <br><br>Must have Requirements)<br><br>Good to have Requirements)<br><br>Hands on experience on development of APIs,Microservices using Java spring boot and code security principles <br><br>Experience in application development using Java / J2EE and related technologies,(Spring Framework and Hibernate JPA)","APIs,Microservices,Angular,ReactJs,Node JS,Postgresql,Mongo DB,JQuery",10 Days Ago,1500000.0,2500000.0,6.0,11.0,2000000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Mawal,6-11 Yrs,15-25 Lacs PA,"Experience / knowledge on system architecture and solution designing <br><br>Must have Requirements)<br><br>Good to have Requirements)<br><br>Hands on experience on development of APIs,Microservices using Java spring boot and code security principles <br><br>Experience in application development using Java / J2EE and related technologies,(Spring Framework and Hibernate JPA)","APIs,Microservices,Angular,ReactJs,Node JS,Postgresql,Mongo DB,JQuery",10 Days Ago,1500000.0,2500000.0,6.0,11.0,2000000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Ambegaon,6-11 Yrs,15-25 Lacs PA,"Experience / knowledge on system architecture and solution designing <br><br>Must have Requirements)<br><br>Good to have Requirements)<br><br>Hands on experience on development of APIs,Microservices using Java spring boot and code security principles <br><br>Experience in application development using Java / J2EE and related technologies,(Spring Framework and Hibernate JPA)","APIs,Microservices,Angular,ReactJs,Node JS,Postgresql,Mongo DB,JQuery",10 Days Ago,1500000.0,2500000.0,6.0,11.0,2000000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Junnar,6-11 Yrs,15-25 Lacs PA,"Experience / knowledge on system architecture and solution designing <br><br>Must have Requirements)<br><br>Good to have Requirements)<br><br>Hands on experience on development of APIs,Microservices using Java spring boot and code security principles <br><br>Experience in application development using Java / J2EE and related technologies,(Spring Framework and Hibernate JPA)","APIs,Microservices,Angular,ReactJs,Node JS,Postgresql,Mongo DB,JQuery",10 Days Ago,1500000.0,2500000.0,6.0,11.0,2000000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Kheda,6-11 Yrs,15-25 Lacs PA,"Experience / knowledge on system architecture and solution designing <br><br>Must have Requirements)<br><br>Good to have Requirements)<br><br>Hands on experience on development of APIs,Microservices using Java spring boot and code security principles <br><br>Experience in application development using Java / J2EE and related technologies,(Spring Framework and Hibernate JPA)","APIs,Microservices,Angular,ReactJs,Node JS,Postgresql,Mongo DB,JQuery",10 Days Ago,1500000.0,2500000.0,6.0,11.0,2000000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Shirur,6-11 Yrs,15-25 Lacs PA,"Experience / knowledge on system architecture and solution designing <br><br>Must have Requirements)<br><br>Good to have Requirements)<br><br>Hands on experience on development of APIs,Microservices using Java spring boot and code security principles <br><br>Experience in application development using Java / J2EE and related technologies,(Spring Framework and Hibernate JPA)","APIs,Microservices,Angular,ReactJs,Node JS,Postgresql,Mongo DB,JQuery",10 Days Ago,1500000.0,2500000.0,6.0,11.0,2000000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Daund,6-11 Yrs,15-25 Lacs PA,"Experience / knowledge on system architecture and solution designing <br><br>Must have Requirements)<br><br>Good to have Requirements)<br><br>Hands on experience on development of APIs,Microservices using Java spring boot and code security principles <br><br>Experience in application development using Java / J2EE and related technologies,(Spring Framework and Hibernate JPA)","APIs,Microservices,Angular,ReactJs,Node JS,Postgresql,Mongo DB,JQuery",10 Days Ago,1500000.0,2500000.0,6.0,11.0,2000000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Pimpri-Chinchwad,8-12 Yrs,15-18 Lacs PA,"To be successful in this role,you should meet the following requirements:  . 8+ years of experience in software engineering with proven expertise in designing,developing,and deploying java-based application<br><br>Build solution with an engineering mindset,should achieve functional as well as non-functional requirements with consistence performance that help our business to grow","Java,Maven,Oracle,Microservices,Jenkins,GIT,Postgresql,Devops Tools",10 Days Ago,1500000.0,1800000.0,8.0,12.0,1650000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Purandhar,8-12 Yrs,15-18 Lacs PA,"To be successful in this role,you should meet the following requirements:  . 8+ years of experience in software engineering with proven expertise in designing,developing,and deploying java-based application<br><br>Build solution with an engineering mindset,should achieve functional as well as non-functional requirements with consistence performance that help our business to grow","Java,Maven,Oracle,Microservices,Jenkins,GIT,Postgresql,Devops Tools",10 Days Ago,1500000.0,1800000.0,8.0,12.0,1650000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Indapur,8-12 Yrs,15-18 Lacs PA,"To be successful in this role,you should meet the following requirements:  . 8+ years of experience in software engineering with proven expertise in designing,developing,and deploying java-based application<br><br>Build solution with an engineering mindset,should achieve functional as well as non-functional requirements with consistence performance that help our business to grow","Java,Maven,Oracle,Microservices,Jenkins,GIT,Postgresql,Devops Tools",10 Days Ago,1500000.0,1800000.0,8.0,12.0,1650000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Baramati,8-12 Yrs,15-18 Lacs PA,"To be successful in this role,you should meet the following requirements:  . 8+ years of experience in software engineering with proven expertise in designing,developing,and deploying java-based application<br><br>Build solution with an engineering mindset,should achieve functional as well as non-functional requirements with consistence performance that help our business to grow","Java,Maven,Oracle,Microservices,Jenkins,GIT,Postgresql,Devops Tools",10 Days Ago,1500000.0,1800000.0,8.0,12.0,1650000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Bhor,8-12 Yrs,15-18 Lacs PA,"To be successful in this role,you should meet the following requirements:  . 8+ years of experience in software engineering with proven expertise in designing,developing,and deploying java-based application<br><br>Build solution with an engineering mindset,should achieve functional as well as non-functional requirements with consistence performance that help our business to grow","Java,Maven,Oracle,Microservices,Jenkins,GIT,Postgresql,Devops Tools",10 Days Ago,1500000.0,1800000.0,8.0,12.0,1650000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Velhe,8-12 Yrs,15-18 Lacs PA,"To be successful in this role,you should meet the following requirements:  . 8+ years of experience in software engineering with proven expertise in designing,developing,and deploying java-based application<br><br>Build solution with an engineering mindset,should achieve functional as well as non-functional requirements with consistence performance that help our business to grow","Java,Maven,Oracle,Microservices,Jenkins,GIT,Postgresql,Devops Tools",10 Days Ago,1500000.0,1800000.0,8.0,12.0,1650000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Mulshi,8-12 Yrs,15-18 Lacs PA,"To be successful in this role,you should meet the following requirements:  . 8+ years of experience in software engineering with proven expertise in designing,developing,and deploying java-based application<br><br>Build solution with an engineering mindset,should achieve functional as well as non-functional requirements with consistence performance that help our business to grow","Java,Maven,Oracle,Microservices,Jenkins,GIT,Postgresql,Devops Tools",10 Days Ago,1500000.0,1800000.0,8.0,12.0,1650000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Mawal,8-12 Yrs,15-18 Lacs PA,"To be successful in this role,you should meet the following requirements:  . 8+ years of experience in software engineering with proven expertise in designing,developing,and deploying java-based application<br><br>Build solution with an engineering mindset,should achieve functional as well as non-functional requirements with consistence performance that help our business to grow","Java,Maven,Oracle,Microservices,Jenkins,GIT,Postgresql,Devops Tools",10 Days Ago,1500000.0,1800000.0,8.0,12.0,1650000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Ambegaon,8-12 Yrs,15-18 Lacs PA,"To be successful in this role,you should meet the following requirements:  . 8+ years of experience in software engineering with proven expertise in designing,developing,and deploying java-based application<br><br>Build solution with an engineering mindset,should achieve functional as well as non-functional requirements with consistence performance that help our business to grow","Java,Maven,Oracle,Microservices,Jenkins,GIT,Postgresql,Devops Tools",10 Days Ago,1500000.0,1800000.0,8.0,12.0,1650000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Junnar,8-12 Yrs,15-18 Lacs PA,"To be successful in this role,you should meet the following requirements:  . 8+ years of experience in software engineering with proven expertise in designing,developing,and deploying java-based application<br><br>Build solution with an engineering mindset,should achieve functional as well as non-functional requirements with consistence performance that help our business to grow","Java,Maven,Oracle,Microservices,Jenkins,GIT,Postgresql,Devops Tools",10 Days Ago,1500000.0,1800000.0,8.0,12.0,1650000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Kheda,8-12 Yrs,15-18 Lacs PA,"To be successful in this role,you should meet the following requirements:  . 8+ years of experience in software engineering with proven expertise in designing,developing,and deploying java-based application<br><br>Build solution with an engineering mindset,should achieve functional as well as non-functional requirements with consistence performance that help our business to grow","Java,Maven,Oracle,Microservices,Jenkins,GIT,Postgresql,Devops Tools",10 Days Ago,1500000.0,1800000.0,8.0,12.0,1650000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Shirur,8-12 Yrs,15-18 Lacs PA,"To be successful in this role,you should meet the following requirements:  . 8+ years of experience in software engineering with proven expertise in designing,developing,and deploying java-based application<br><br>Build solution with an engineering mindset,should achieve functional as well as non-functional requirements with consistence performance that help our business to grow","Java,Maven,Oracle,Microservices,Jenkins,GIT,Postgresql,Devops Tools",10 Days Ago,1500000.0,1800000.0,8.0,12.0,1650000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Daund,8-12 Yrs,15-18 Lacs PA,"To be successful in this role,you should meet the following requirements:  . 8+ years of experience in software engineering with proven expertise in designing,developing,and deploying java-based application<br><br>Build solution with an engineering mindset,should achieve functional as well as non-functional requirements with consistence performance that help our business to grow","Java,Maven,Oracle,Microservices,Jenkins,GIT,Postgresql,Devops Tools",10 Days Ago,1500000.0,1800000.0,8.0,12.0,1650000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Pimpri-Chinchwad,7-12 Yrs,10-19 Lacs PA,<p><strong>Role: Java Full Stack Developer</strong></p><p><strong>Exp: 7+ Years</strong></p><p><strong>Notice: Immediate</strong></p><p><strong>Location: Pune </strong></p><br /><p><strong>Skills:</strong> </p><ul><li>Java</li><li>J2EE</li><li>Springboot</li><li>Microservices</li><li>React.Js</li><li>Angular.JS</li><li>Node.Js</li><li>GCP</li><li>Devops</li><li>Jira</li><li>Agile</li><li>Banking Domain</li></ul><br />,"Java,OOPS,Spring Boot,React.Js,Microservices,Angularjs,Node.Js,Restful",10 Days Ago,1000000.0,1900000.0,7.0,12.0,1450000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Purandhar,7-12 Yrs,10-19 Lacs PA,<p><strong>Role: Java Full Stack Developer</strong></p><p><strong>Exp: 7+ Years</strong></p><p><strong>Notice: Immediate</strong></p><p><strong>Location: Pune </strong></p><br /><p><strong>Skills:</strong> </p><ul><li>Java</li><li>J2EE</li><li>Springboot</li><li>Microservices</li><li>React.Js</li><li>Angular.JS</li><li>Node.Js</li><li>GCP</li><li>Devops</li><li>Jira</li><li>Agile</li><li>Banking Domain</li></ul><br />,"Java,OOPS,Spring Boot,React.Js,Microservices,Angularjs,Node.Js,Restful",10 Days Ago,1000000.0,1900000.0,7.0,12.0,1450000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Indapur,7-12 Yrs,10-19 Lacs PA,<p><strong>Role: Java Full Stack Developer</strong></p><p><strong>Exp: 7+ Years</strong></p><p><strong>Notice: Immediate</strong></p><p><strong>Location: Pune </strong></p><br /><p><strong>Skills:</strong> </p><ul><li>Java</li><li>J2EE</li><li>Springboot</li><li>Microservices</li><li>React.Js</li><li>Angular.JS</li><li>Node.Js</li><li>GCP</li><li>Devops</li><li>Jira</li><li>Agile</li><li>Banking Domain</li></ul><br />,"Java,OOPS,Spring Boot,React.Js,Microservices,Angularjs,Node.Js,Restful",10 Days Ago,1000000.0,1900000.0,7.0,12.0,1450000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Baramati,7-12 Yrs,10-19 Lacs PA,<p><strong>Role: Java Full Stack Developer</strong></p><p><strong>Exp: 7+ Years</strong></p><p><strong>Notice: Immediate</strong></p><p><strong>Location: Pune </strong></p><br /><p><strong>Skills:</strong> </p><ul><li>Java</li><li>J2EE</li><li>Springboot</li><li>Microservices</li><li>React.Js</li><li>Angular.JS</li><li>Node.Js</li><li>GCP</li><li>Devops</li><li>Jira</li><li>Agile</li><li>Banking Domain</li></ul><br />,"Java,OOPS,Spring Boot,React.Js,Microservices,Angularjs,Node.Js,Restful",10 Days Ago,1000000.0,1900000.0,7.0,12.0,1450000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Bhor,7-12 Yrs,10-19 Lacs PA,<p><strong>Role: Java Full Stack Developer</strong></p><p><strong>Exp: 7+ Years</strong></p><p><strong>Notice: Immediate</strong></p><p><strong>Location: Pune </strong></p><br /><p><strong>Skills:</strong> </p><ul><li>Java</li><li>J2EE</li><li>Springboot</li><li>Microservices</li><li>React.Js</li><li>Angular.JS</li><li>Node.Js</li><li>GCP</li><li>Devops</li><li>Jira</li><li>Agile</li><li>Banking Domain</li></ul><br />,"Java,OOPS,Spring Boot,React.Js,Microservices,Angularjs,Node.Js,Restful",10 Days Ago,1000000.0,1900000.0,7.0,12.0,1450000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Velhe,7-12 Yrs,10-19 Lacs PA,<p><strong>Role: Java Full Stack Developer</strong></p><p><strong>Exp: 7+ Years</strong></p><p><strong>Notice: Immediate</strong></p><p><strong>Location: Pune </strong></p><br /><p><strong>Skills:</strong> </p><ul><li>Java</li><li>J2EE</li><li>Springboot</li><li>Microservices</li><li>React.Js</li><li>Angular.JS</li><li>Node.Js</li><li>GCP</li><li>Devops</li><li>Jira</li><li>Agile</li><li>Banking Domain</li></ul><br />,"Java,OOPS,Spring Boot,React.Js,Microservices,Angularjs,Node.Js,Restful",10 Days Ago,1000000.0,1900000.0,7.0,12.0,1450000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Mulshi,7-12 Yrs,10-19 Lacs PA,<p><strong>Role: Java Full Stack Developer</strong></p><p><strong>Exp: 7+ Years</strong></p><p><strong>Notice: Immediate</strong></p><p><strong>Location: Pune </strong></p><br /><p><strong>Skills:</strong> </p><ul><li>Java</li><li>J2EE</li><li>Springboot</li><li>Microservices</li><li>React.Js</li><li>Angular.JS</li><li>Node.Js</li><li>GCP</li><li>Devops</li><li>Jira</li><li>Agile</li><li>Banking Domain</li></ul><br />,"Java,OOPS,Spring Boot,React.Js,Microservices,Angularjs,Node.Js,Restful",10 Days Ago,1000000.0,1900000.0,7.0,12.0,1450000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Mawal,7-12 Yrs,10-19 Lacs PA,<p><strong>Role: Java Full Stack Developer</strong></p><p><strong>Exp: 7+ Years</strong></p><p><strong>Notice: Immediate</strong></p><p><strong>Location: Pune </strong></p><br /><p><strong>Skills:</strong> </p><ul><li>Java</li><li>J2EE</li><li>Springboot</li><li>Microservices</li><li>React.Js</li><li>Angular.JS</li><li>Node.Js</li><li>GCP</li><li>Devops</li><li>Jira</li><li>Agile</li><li>Banking Domain</li></ul><br />,"Java,OOPS,Spring Boot,React.Js,Microservices,Angularjs,Node.Js,Restful",10 Days Ago,1000000.0,1900000.0,7.0,12.0,1450000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Ambegaon,7-12 Yrs,10-19 Lacs PA,<p><strong>Role: Java Full Stack Developer</strong></p><p><strong>Exp: 7+ Years</strong></p><p><strong>Notice: Immediate</strong></p><p><strong>Location: Pune </strong></p><br /><p><strong>Skills:</strong> </p><ul><li>Java</li><li>J2EE</li><li>Springboot</li><li>Microservices</li><li>React.Js</li><li>Angular.JS</li><li>Node.Js</li><li>GCP</li><li>Devops</li><li>Jira</li><li>Agile</li><li>Banking Domain</li></ul><br />,"Java,OOPS,Spring Boot,React.Js,Microservices,Angularjs,Node.Js,Restful",10 Days Ago,1000000.0,1900000.0,7.0,12.0,1450000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Junnar,7-12 Yrs,10-19 Lacs PA,<p><strong>Role: Java Full Stack Developer</strong></p><p><strong>Exp: 7+ Years</strong></p><p><strong>Notice: Immediate</strong></p><p><strong>Location: Pune </strong></p><br /><p><strong>Skills:</strong> </p><ul><li>Java</li><li>J2EE</li><li>Springboot</li><li>Microservices</li><li>React.Js</li><li>Angular.JS</li><li>Node.Js</li><li>GCP</li><li>Devops</li><li>Jira</li><li>Agile</li><li>Banking Domain</li></ul><br />,"Java,OOPS,Spring Boot,React.Js,Microservices,Angularjs,Node.Js,Restful",10 Days Ago,1000000.0,1900000.0,7.0,12.0,1450000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Kheda,7-12 Yrs,10-19 Lacs PA,<p><strong>Role: Java Full Stack Developer</strong></p><p><strong>Exp: 7+ Years</strong></p><p><strong>Notice: Immediate</strong></p><p><strong>Location: Pune </strong></p><br /><p><strong>Skills:</strong> </p><ul><li>Java</li><li>J2EE</li><li>Springboot</li><li>Microservices</li><li>React.Js</li><li>Angular.JS</li><li>Node.Js</li><li>GCP</li><li>Devops</li><li>Jira</li><li>Agile</li><li>Banking Domain</li></ul><br />,"Java,OOPS,Spring Boot,React.Js,Microservices,Angularjs,Node.Js,Restful",10 Days Ago,1000000.0,1900000.0,7.0,12.0,1450000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Shirur,7-12 Yrs,10-19 Lacs PA,<p><strong>Role: Java Full Stack Developer</strong></p><p><strong>Exp: 7+ Years</strong></p><p><strong>Notice: Immediate</strong></p><p><strong>Location: Pune </strong></p><br /><p><strong>Skills:</strong> </p><ul><li>Java</li><li>J2EE</li><li>Springboot</li><li>Microservices</li><li>React.Js</li><li>Angular.JS</li><li>Node.Js</li><li>GCP</li><li>Devops</li><li>Jira</li><li>Agile</li><li>Banking Domain</li></ul><br />,"Java,OOPS,Spring Boot,React.Js,Microservices,Angularjs,Node.Js,Restful",10 Days Ago,1000000.0,1900000.0,7.0,12.0,1450000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Hybrid - Daund,7-12 Yrs,10-19 Lacs PA,<p><strong>Role: Java Full Stack Developer</strong></p><p><strong>Exp: 7+ Years</strong></p><p><strong>Notice: Immediate</strong></p><p><strong>Location: Pune </strong></p><br /><p><strong>Skills:</strong> </p><ul><li>Java</li><li>J2EE</li><li>Springboot</li><li>Microservices</li><li>React.Js</li><li>Angular.JS</li><li>Node.Js</li><li>GCP</li><li>Devops</li><li>Jira</li><li>Agile</li><li>Banking Domain</li></ul><br />,"Java,OOPS,Spring Boot,React.Js,Microservices,Angularjs,Node.Js,Restful",10 Days Ago,1000000.0,1900000.0,7.0,12.0,1450000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Pimpri-Chinchwad,6-10 Yrs,15-22.5 Lacs PA," . 6-10 years of overall IT experience with Java,JSP,Servlets,JDBC,Spring Boot,SQL,MVC framework,CSS,Java scripts,JQuery <br><br>Very strong knowledge and hands on experience on Java 8,Spring Boot,Hibernate,JUnit,Jenkins,GIT,G3 <br><br>Strong experience on React.JS","Java,Spring Boot,React.Js,Angular,Microservices,SQL,Full Stack,Development",10 Days Ago,1500000.0,2250000.0,6.0,10.0,1875000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Purandhar,6-10 Yrs,15-22.5 Lacs PA," . 6-10 years of overall IT experience with Java,JSP,Servlets,JDBC,Spring Boot,SQL,MVC framework,CSS,Java scripts,JQuery <br><br>Very strong knowledge and hands on experience on Java 8,Spring Boot,Hibernate,JUnit,Jenkins,GIT,G3 <br><br>Strong experience on React.JS","Java,Spring Boot,React.Js,Angular,Microservices,SQL,Full Stack,Development",10 Days Ago,1500000.0,2250000.0,6.0,10.0,1875000.0
Java Full Stack Developer,Purview India Consulting And  Services  Llp,Indapur,6-10 Yrs,15-22.5 Lacs PA," . 6-10 years of overall IT experience with Java,JSP,Servlets,JDBC,Spring Boot,SQL,MVC framework,CSS,Java scripts,JQuery <br><br>Very strong knowledge and hands on experience on Java 8,Spring Boot,Hibernate,JUnit,Jenkins,GIT,G3 <br><br>Strong experience on React.JS","Java,Spring Boot,React.Js,Angular,Microservices,SQL,Bootstrap,Spring",10 Days Ago,1500000.0,2250000.0,6.0,10.0,1875000.0
